"","Id","state","county","communityname","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","FTPolicePerPop","FTPoliceFieldPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","PctPolicOnPatr","GangUnitDeploy","PolicBudgPerPop"
"362",362,"9","1","Danburytown",0.09,0.47,0.13,0.8,0.24,0.14,0.37,0.54,0.34,0.35,0.1,1,0.53,0.69,0.13,0.58,0.41,0.18,0.41,0.55,0.49,0.5,0.34,0.27,0.28,0.28,0.38,0.03,0.14,0.34,0.4,0.43,0.32,0.63,0.61,0.35,0.38,0.49,0.43,0.52,0.41,0.44,0.51,0.7,0.69,0.74,0.75,0.5,0.53,0.03,0.24,0.07,0.42,0.53,0.54,0.58,0.44,0.49,0.46,0.45,0.65,0.31,0.27,0.24,0.46,0.5,0.41,0.53,0.19,0.54,0.5,0.1,0.72,0.51,0.09,0.46,0.52,0.13,0.38,0.5,0.49,0.49,0.49,0.57,0.67,0.62,0.5,0.63,0.61,0.04,0.09,0.44,0.41,0.56,0.62,0.41,0.19,0.2,0.45,0.5,0.1,0.06,0,0.1,0.1,0.42,0.12,0.13,0.13,0.04,0.04,0.48,0,0.3
"363",363,"6",NA,"Gardenacity",0.06,0.49,0.46,0,1,0.43,0.35,0.5,0.32,0.34,0.08,1,0.35,0.68,0.16,0.36,0.36,0.38,0.34,0.34,0.32,0.32,0.38,0.17,0.37,0.28,0.33,0.04,0.25,0.35,0.46,0.25,0.35,0.57,0.62,0.23,0.42,0.32,0.55,0.59,0.65,0.62,0.58,0.47,0.47,0.61,0.46,0.56,0.49,0.05,0.49,0.1,0.39,0.47,0.59,0.65,0.8,0.84,0.96,0.97,0.26,0.67,0.46,0.4,0.51,0.48,0.56,0.3,0.81,0.79,0,0.05,0.83,0.33,0.08,0.12,0.42,0.15,0.34,0.54,0.52,0.5,0.6,0.57,0.63,0.56,0.62,0.48,0.11,0,0,0.87,0.39,0.57,0.82,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.79,0.21,NA,NA,NA,NA,NA
"364",364,"13",NA,"Atlantacity",0.62,0.37,1,0,0.05,0.03,0.45,0.57,0.41,0.34,0.62,1,0.18,0.47,0.22,0.26,0.4,0.67,0.3,0.17,0.35,0.87,0.21,0.22,0.3,0.21,0.43,0.93,0.73,0.37,0.52,0.42,0.61,0.4,0.19,0.46,0.4,0.45,0.85,0.84,0.83,0.87,0.53,0,0,0,0,0.42,0.4,1,1,0.09,0.47,0.64,0.68,0.72,0.11,0.13,0.13,0.13,0.91,0.08,0.42,0.3,0.34,0.4,0.35,0.29,0.3,0.72,0,1,0.37,0.29,0.97,0.42,0.4,0.54,0.44,0.11,0.13,0.28,0.15,0.27,0.34,0.28,0.63,0.54,0.64,1,0.14,0.1,0.69,0.51,0.63,0.62,0.02,0.04,0,0.7,0.45,0.03,0,0.33,0.04,0,0.38,0.25,1,0.17,0.03,0.89,1,0.02
"365",365,"48",NA,"CedarHillcity",0.02,0.64,0.28,0.7,0.11,0.15,0.39,0.5,0.23,0.09,0.03,1,0.49,0.9,0.16,0.45,0.11,0.1,0.14,0.44,0.34,0.35,0.34,0.04,0.23,0.4,0.4,0.01,0.08,0.14,0.22,0.45,0.18,0.81,0.37,0.41,0.25,0.51,0.33,0.2,0.46,0.41,0.61,0.81,0.81,0.84,0.73,0.73,0.74,0,0.03,0,0.31,0.35,0.52,0.61,0.07,0.07,0.09,0.1,0.87,0.08,0.21,0.24,0.69,0.67,0.64,0.77,0.15,0.2,0.5,0.02,0.74,0.77,0.05,0.27,0.94,0.08,0.15,0.18,0.17,0.15,0.43,0.42,0.44,0.49,0.52,0.66,0.51,0,0,0.09,0.64,0.21,0.58,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.05,0.06,NA,NA,NA,NA,NA
"366",366,"42","11","Springtownship",0.01,0.43,0.02,0.96,0.09,0.01,0.33,0.35,0.2,0.49,0.03,0.87,0.49,0.56,0.15,0.8,0.52,0.06,0.68,0.48,0.45,0.44,0.46,0,0.3,0.28,0.23,0,0.05,0.16,0.24,0.44,0.1,0.55,0.52,0.42,0.32,0.55,0.26,0.23,0.31,0.3,0.41,0.82,0.85,0.77,0.7,0.51,0.65,0,0.12,0,0.22,0.16,0.21,0.25,0.05,0.03,0.04,0.04,0.91,0.02,0.08,0.1,0.46,0.5,0.29,0.78,0.02,0.29,0.5,0.01,0.89,0.75,0,0.34,0.58,0.02,0.09,0.23,0.23,0.23,0.43,0.41,0.4,0.4,0.51,0.34,0.22,0,0,0.09,0.84,0.69,0.79,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.09,0.05,NA,NA,NA,NA,NA
"367",367,"8",NA,"Lakewoodcity",0.19,0.33,0.02,0.9,0.12,0.17,0.34,0.47,0.29,0.32,0.2,1,0.37,0.72,0.34,0.6,0.29,0.15,0.43,0.39,0.4,0.39,0.32,0.27,0.27,0.36,0.41,0.08,0.19,0.1,0.18,0.48,0.27,0.68,0.23,0.41,0.25,0.52,0.68,0.4,0.75,0.75,0.35,0.55,0.59,0.61,0.56,0.74,0.76,0.04,0.14,0.03,0.24,0.27,0.37,0.39,0.07,0.07,0.08,0.08,0.89,0.06,0.14,0.13,0.33,0.39,0.28,0.55,0.09,0.51,0.5,0.21,0.71,0.52,0.05,0.26,0.65,0.14,0.06,0.22,0.19,0.18,0.36,0.35,0.38,0.34,0.38,0.46,0.25,0.04,0,0.12,0.42,0.5,0.51,0.64,0.13,0.17,0.94,0.93,0.03,0.07,0.1,0.07,0.02,0.29,0.12,0.26,0.2,0.06,0.04,0.9,0.5,0.14
"368",368,"41",NA,"OregonCitycity",0.01,0.45,0.01,0.96,0.07,0.04,0.44,0.5,0.33,0.34,0.02,1,0.28,0.62,0.2,0.41,0.4,0.21,0.46,0.27,0.24,0.23,0,0.29,0.13,0.28,0.34,0.01,0.23,0.21,0.32,0.19,0.16,0.59,0.45,0.36,0.56,0.27,0.62,0.38,0.68,0.68,0.49,0.59,0.62,0.67,0.49,0.42,0.47,0,0.12,0,0.3,0.22,0.33,0.31,0.05,0.03,0.04,0.04,0.93,0.03,0.24,0.22,0.47,0.53,0.41,0.48,0.17,0.49,0.5,0.01,0.89,0.46,0.16,0.29,0.6,0.16,0.1,0.12,0.1,0.09,0.3,0.3,0.32,0.3,0.4,0.44,0.51,0,0,0.07,0.54,0.43,0.59,0.6,1,0.86,0.95,0.99,0,0,0.12,0.01,0.03,0.66,0.01,0.26,0.14,0.11,0.04,0.22,1,1
"369",369,"47",NA,"Clarksvillecity",0.11,0.6,0.41,0.62,0.13,0.07,0.56,0.76,0.59,0.2,0.12,1,0.23,0.7,0.29,0.3,0.29,0.29,0.55,0.2,0.21,0.23,0.21,0.15,0.14,0.33,0.34,0.08,0.35,0.25,0.31,0.29,0.39,0.62,0.35,0.38,0.48,0.35,0.42,0.4,0.51,0.48,0.47,0.69,0.67,0.72,0.6,0.43,0.43,0.03,0.26,0.02,0.39,0.36,0.42,0.43,0.1,0.08,0.09,0.08,0.88,0.04,0.16,0.17,0.51,0.52,0.51,0.43,0.17,0.44,0.5,0.12,0.68,0.44,0.18,0.3,0.69,0.33,0.18,0.11,0.1,0.09,0.2,0.22,0.24,0.23,0.38,0.46,0.22,0,0,0.11,0.32,0.27,0.21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.09,0.09,NA,NA,NA,NA,NA
"370",370,"32",NA,"BoulderCitycity",0,0.36,0.01,0.96,0.06,0.07,0.37,0.29,0.17,0.79,0,0,0.37,0.27,0.25,0.68,0.74,0.07,1,0.39,0.41,0.4,0.03,0.24,0.6,0.3,0.39,0.01,0.16,0.13,0.28,0.35,0.26,0.28,0.12,0.31,0.31,0.46,0.52,0.2,0.4,0.47,0.29,0.67,0.67,0.83,0.69,0.4,0.54,0,0.07,0,0.08,0.1,0.12,0.15,0.02,0.02,0.02,0.03,0.94,0.02,0.2,0.21,0.37,0.33,0.47,0.67,0.1,0.53,0.5,0.02,0.71,0.7,0.02,0.44,0.75,0.11,0.06,0.28,0.28,0.29,0.42,0.46,0.52,0.48,0.51,0.56,0.12,0,0,0.09,0.04,0.34,0.41,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.03,0.02,NA,NA,NA,NA,NA
"371",371,"4",NA,"Prescottcity",0.03,0.26,0.01,0.93,0.03,0.13,0.33,0.32,0.27,0.92,0,0,0.18,0.17,0.15,0.59,0.82,0.22,0.86,0.23,0.3,0.29,0.11,0.12,0.35,0.24,0.28,0.03,0.34,0.18,0.27,0.37,0.43,0.15,0.13,0.68,0.26,0.45,0.59,0.36,0.56,0.59,0.2,0.58,0.62,0.76,0.64,0.45,0.51,0.01,0.09,0.01,0.21,0.2,0.2,0.17,0.05,0.04,0.04,0.03,0.89,0.03,0.13,0.11,0.23,0.23,0.27,0.57,0.12,0.66,0,0.1,0.39,0.58,0.07,0.32,0.73,0.45,0.27,0.2,0.2,0.23,0.28,0.29,0.34,0.29,0.74,0.56,0.29,0.01,0,0.1,0.18,0.31,0.32,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.07,0,NA,NA,NA,NA,NA
"372",372,"54",NA,"Viennacity",0,0.31,0.01,0.99,0.03,0,0.36,0.35,0.21,0.57,0.02,1,0.33,0.41,0.05,0.55,0.65,0.16,0.64,0.35,0.36,0.33,0.38,0.01,0.97,0,1,0,0.13,0.23,0.3,0.33,0.25,0.42,0.54,0.44,0.41,0.52,0.33,0.19,0.32,0.34,0.34,0.78,0.81,0.86,0.84,0.72,0.54,0,0.03,0,0,0,0,0,0,0,0,0,0.98,0.01,0.08,0.09,0.35,0.38,0.23,0.77,0.03,0.36,0.5,0.01,0.75,0.73,0.02,0.5,0.44,0.15,0.22,0.09,0.09,0.1,0.16,0.17,0.17,0.19,0.3,0.09,0.25,0,0,0.02,0.77,0.79,0.83,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.24,0.04,NA,NA,NA,NA,NA
"373",373,"6",NA,"GroverCitycity",0,0.41,0.03,0.79,0.28,0.36,0.36,0.5,0.31,0.39,0,0,0.27,0.44,0.43,0.46,0.51,0.56,0.53,0.25,0.26,0.27,0.19,0.15,0.28,0.25,0.27,0.01,0.33,0.27,0.39,0.23,0.34,0.52,0.25,0.3,0.39,0.24,0.73,0.4,0.83,0.82,0.43,0.45,0.49,0.62,0.52,0.44,0.43,0.01,0.28,0.01,0.39,0.47,0.56,0.5,0.25,0.27,0.29,0.24,0.72,0.21,0.3,0.27,0.45,0.34,0.56,0.26,0.41,0.77,0,0.02,0.64,0.33,0.07,0.25,0.73,0.09,0,0.42,0.44,0.44,0.55,0.51,0.55,0.5,0.66,0.67,0.31,0,0,0.27,0.57,0.25,0.42,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.42,0.04,NA,NA,NA,NA,NA
"374",374,"6",NA,"Whittiercity",0.11,0.52,0.02,0.6,0.2,0.72,0.42,0.51,0.35,0.44,0.12,1,0.43,0.59,0.19,0.46,0.45,0.3,0.52,0.45,0.44,0.49,0.4,0.24,0.4,0.33,0.42,0.05,0.19,0.26,0.34,0.33,0.27,0.51,0.47,0.41,0.4,0.44,0.46,0.49,0.56,0.54,0.54,0.59,0.55,0.67,0.54,0.43,0.39,0.04,0.28,0.08,0.34,0.42,0.44,0.51,0.38,0.41,0.4,0.42,0.51,0.38,0.4,0.37,0.53,0.52,0.54,0.47,0.46,0.59,0,0.06,0.87,0.48,0.15,0.26,0.35,0.15,0.2,0.55,0.56,0.6,0.58,0.56,0.64,0.55,0.61,0.63,0.14,0.04,0,0.47,0.57,0.53,0.83,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.52,0.13,NA,NA,NA,NA,NA
"375",375,"42","3","Swissvaleborough",0,0.18,0.19,0.84,0.03,0.01,0.24,0.4,0.21,0.69,0.02,1,0.2,0.34,0,0.5,0.65,0.41,0.62,0.19,0.27,0.28,0.2,0,0.22,0,0.81,0.01,0.32,0.31,0.37,0.33,0.41,0.36,0.26,0.75,0.26,0.56,0.49,0.55,0.48,0.51,0.32,0.4,0.5,0.45,0.42,0.4,0.41,0.01,0.24,0,0,0.27,0.3,0.25,0,0.04,0.04,0.03,0.9,0.02,0.14,0.11,0.2,0.32,0.12,0.52,0.03,0.62,0,0.02,0.73,0.45,0.45,0.68,0.02,0.11,0.66,0.05,0.04,0.05,0.24,0.24,0.25,0.26,0.38,0.38,0.51,0,0,0.06,0.95,0.76,0.93,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.74,0.94,NA,NA,NA,NA,NA
"376",376,"1",NA,"Birminghamcity",0.41,0.37,1,0.02,0.03,0.01,0.41,0.5,0.33,0.48,0.42,0.99,0.13,0.41,0.17,0.21,0.58,0.52,0.47,0.15,0.17,0.33,0.19,0.16,0.22,0.29,0.49,0.59,0.66,0.36,0.53,0.25,0.62,0.33,0.26,0.57,0.45,0.33,0.75,0.56,0.76,0.79,0.51,0.18,0.16,0.35,0.19,0.65,0.6,0.45,0.73,0.02,0.67,0.69,0.7,0.67,0.06,0.05,0.05,0.04,0.95,0.02,0.33,0.27,0.38,0.42,0.37,0.43,0.18,0.61,0,0.65,0.57,0.42,0.55,0.54,0.42,0.37,0.34,0.06,0.05,0.07,0.06,0.13,0.15,0.16,0.48,0.4,0.47,0.32,0.53,0.03,0.9,0.64,0.86,0.82,0.25,0.3,0.39,0.43,0.91,0,0.05,0.63,0.1,0.3,0.43,0.15,0.2,0.36,0.13,0.74,0.5,0.2
"377",377,"34","3","Tenaflyborough",0.01,0.53,0.02,0.77,0.86,0.06,0.38,0.31,0.2,0.52,0.02,1,0.94,0.61,0.4,0.82,0.55,0.13,0.37,0.97,1,1,0.43,0.28,0.69,0.3,0.63,0,0.07,0.11,0.12,0.91,0.11,0.46,0.28,0.77,0.06,1,0.12,0.35,0.21,0.18,0.52,0.91,0.93,1,0.69,0.17,0.19,0,0.03,0.02,0.54,0.5,0.58,0.59,0.93,0.75,0.78,0.74,0.49,0.3,0.17,0.19,0.56,0.57,0.46,0.8,0.09,0.22,0.5,0.01,0.88,0.79,0,0.56,0.17,0.02,0.34,0.83,0.98,1,0.86,0.94,1,0.95,0.59,0.49,0.56,0,0,0.72,0.23,0.81,0.73,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.24,0.68,NA,NA,NA,NA,NA
"378",378,"42","19","Butlertownship",0.01,0.4,0.01,0.99,0.02,0,0.32,0.33,0.23,0.65,0,0,0.33,0.37,0.11,0.68,0.67,0.25,0.88,0.35,0.33,0.31,0.39,0.35,0.87,0.03,0.22,0.01,0.19,0.28,0.34,0.28,0.3,0.31,0.62,0.48,0.45,0.46,0.32,0.3,0.26,0.29,0.4,0.79,0.81,0.81,0.76,0.42,0.35,0,0.06,0,0,0,0.08,0.17,0,0,0.01,0.01,0.93,0.02,0.09,0.1,0.42,0.46,0.2,0.83,0.02,0.33,0.5,0.01,0.9,0.78,0.36,0.73,0.4,0.07,0.1,0.11,0.11,0.11,0.19,0.23,0.24,0.23,0.35,0.09,0.21,0,0,0.05,0.95,0.86,0.9,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.07,0.01,NA,NA,NA,NA,NA
"379",379,"25","3","NorthAdamscity",0.01,0.38,0.03,0.97,0.03,0.02,0.61,0.62,0.55,0.55,0,0,0.17,0.35,0.32,0.43,0.69,0.64,0.65,0.25,0.2,0.19,0.18,0.2,0.14,0.41,0.38,0.02,0.37,0.59,0.55,0.18,0.66,0.34,0.52,0.58,0.46,0.3,0.44,0.64,0.5,0.5,0.38,0.43,0.48,0.45,0.29,0.61,0.67,0.01,0.22,0,0.06,0.11,0.14,0.15,0.01,0.02,0.03,0.03,0.89,0.04,0.16,0.14,0.33,0.41,0.29,0.41,0.04,0.57,0,0.03,0.66,0.39,0.18,0.59,0,0.3,0.72,0.19,0.19,0.19,0.15,0.21,0.24,0.21,0.55,0.32,0.49,0,0,0.1,0.85,0.58,0.76,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.07,0.1,NA,NA,NA,NA,NA
"380",380,"47",NA,"OakRidgecity",0.03,0.27,0.16,0.84,0.13,0.02,0.33,0.32,0.19,0.65,0,0,0.35,0.44,0.16,0.65,0.58,0.29,0.83,0.42,0.43,0.41,0.29,1,0.55,0.37,0.45,0.02,0.24,0.2,0.23,0.57,0.28,0.42,0.45,0.69,0.18,0.7,0.51,0.24,0.57,0.57,0.3,0.6,0.62,0.57,0.62,0.51,0.58,0.01,0.11,0.01,0.72,0.59,0.6,0.56,0.18,0.13,0.12,0.1,0.92,0.06,0.08,0.08,0.29,0.33,0.24,0.63,0.06,0.47,0.5,0.05,0.71,0.6,0.06,0.37,0.31,0.22,0.07,0.11,0.11,0.14,0.18,0.23,0.26,0.23,0.33,0.11,0.18,0,0,0.1,0.44,0.63,0.58,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.03,0,NA,NA,NA,NA,NA
"381",381,"42","3","Hamptontownship",0.01,0.57,0.01,0.98,0.04,0,0.36,0.35,0.18,0.33,0.02,1,0.56,0.73,0.22,0.78,0.39,0.07,0.5,0.53,0.51,0.49,0.64,0,0.39,0,0.64,0,0.05,0.15,0.2,0.58,0.15,0.59,0.28,0.6,0.2,0.72,0.16,0.26,0.18,0.17,0.54,0.93,0.94,0.99,0.84,0.3,0.29,0,0.04,0,0,0,0,0.14,0,0,0,0.01,0.94,0.02,0.19,0.22,0.6,0.6,0.36,0.92,0.02,0.19,0.5,0.01,0.92,0.9,0.1,0.56,0.5,0.01,0.14,0.17,0.18,0.22,0.34,0.37,0.38,0.44,0.38,0.42,0.43,0,0,0.04,0.85,0.73,0.82,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.19,NA,NA,NA,NA,NA
"382",382,"55","127","Whitewatercity",0,0.65,0.04,0.93,0.1,0.03,1,1,1,0.24,0,0,0.13,0.59,0.38,0.71,0.39,0.13,0.35,0.33,0.14,0.13,0.08,0.25,0.2,0.28,0.32,0.02,0.88,0.28,0.29,0.59,0.24,0.43,0.24,0.68,0.35,0.45,0.09,1,0.09,0.09,0.4,0.64,0.72,0.79,0.98,0.7,0.79,0,0.12,0,0.69,0.67,0.62,0.53,0.15,0.13,0.11,0.08,0.91,0.06,0.22,0.15,0.36,0.45,0.37,0.2,0.22,0.66,0,0.01,0.84,0.2,0.2,0.3,0.46,0.05,0,0.11,0.1,0.1,0.17,0.24,0.3,0.21,0.76,0.27,0.25,0.01,0,0.09,0.77,0.2,0,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.22,0.02,NA,NA,NA,NA,NA
"383",383,"40",NA,"Mustangcity",0,0.61,0.01,0.92,0.02,0.04,0.54,0.53,0.3,0.12,0.02,1,0.41,0.81,0.55,0.46,0.15,0.13,0.37,0.38,0.26,0.26,0.22,0.16,0.02,0.34,0.28,0,0.09,0.14,0.28,0.19,0.24,0.73,0.33,0.3,0.32,0.31,0.35,0.22,0.41,0.4,0.58,0.8,0.81,0.91,0.84,0.72,0.73,0,0.01,0,0.18,0.13,0.26,0.22,0.01,0.01,0.01,0.01,0.98,0.01,0.18,0.21,0.67,0.65,0.63,0.75,0.11,0.17,0.5,0.01,0.69,0.75,0.13,0.69,0.81,0.1,0.18,0.09,0.09,0.09,0.25,0.26,0.28,0.34,0.22,0.31,0.29,0,0,0.01,0.6,0.53,0.43,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.07,0,NA,NA,NA,NA,NA
"384",384,"16",NA,"Pocatellocity",0.06,0.45,0.02,0.91,0.08,0.08,0.52,0.55,0.39,0.34,0.07,1,0.22,0.58,0.36,0.47,0.44,0.25,0.37,0.25,0.21,0.21,0.25,0.1,0.18,0.23,0.24,0.06,0.4,0.16,0.28,0.35,0.37,0.51,0.26,0.55,0.42,0.43,0.53,0.37,0.51,0.54,0.56,0.67,0.75,0.76,0.64,0.57,0.6,0.01,0.1,0.01,0.5,0.47,0.41,0.47,0.07,0.05,0.04,0.05,0.93,0.02,0.46,0.4,0.47,0.56,0.33,0.62,0.14,0.5,0.5,0.08,0.66,0.57,0.26,0.54,0.46,0.26,0.22,0.08,0.07,0.08,0.11,0.14,0.14,0.12,0.38,0.27,0.19,0.01,0,0.05,0.61,0.46,0.59,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.14,0.17,NA,NA,NA,NA,NA
"385",385,"21",NA,"Florencecity",0.01,0.44,0.02,0.97,0.06,0.01,0.43,0.52,0.32,0.33,0.03,1,0.32,0.65,0.25,0.45,0.45,0.28,0.37,0.35,0.26,0.25,0.24,0,0.24,0.5,0.56,0.01,0.23,0.34,0.4,0.21,0.16,0.63,0.41,0.28,0.52,0.37,0.49,0.3,0.6,0.58,0.51,0.64,0.68,0.7,0.7,0.65,0.62,0,0.1,0,0.52,0.88,0.77,0.67,0.07,0.1,0.08,0.06,0.96,0.04,0.21,0.2,0.47,0.62,0.31,0.53,0.07,0.51,0.5,0.02,0.83,0.46,0,0.09,0.69,0.09,0.06,0.15,0.13,0.13,0.29,0.29,0.27,0.27,0.38,0.13,0.21,0,0,0.05,0.69,0.46,0.42,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.19,0.12,NA,NA,NA,NA,NA
"386",386,"54",NA,"Fairmontcity",0.02,0.27,0.13,0.89,0.02,0.01,0.5,0.46,0.43,0.75,0,0,0.11,0.14,0.17,0.46,0.8,0.47,0.87,0.19,0.19,0.19,0.16,0.07,0.1,0.03,0.27,0.04,0.58,0.36,0.44,0.25,0.95,0.1,0.27,0.52,0.39,0.4,0.52,0.44,0.44,0.49,0.31,0.52,0.54,0.49,0.52,0.32,0.35,0.01,0.31,0,0.47,0.41,0.33,0.37,0.06,0.04,0.03,0.03,0.95,0.03,0.11,0.1,0.25,0.27,0.24,0.59,0.04,0.55,0,0.07,0.46,0.58,0.38,0.87,0.13,0.5,0.2,0.05,0.05,0.06,0.08,0.11,0.12,0.13,0.7,0.22,0.42,0.02,0,0.05,0.84,0.69,0.74,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.22,0.04,NA,NA,NA,NA,NA
"387",387,"6",NA,"Riversidecity",0.35,0.62,0.14,0.56,0.32,0.48,0.52,0.6,0.42,0.26,0.36,1,0.38,0.66,0.22,0.38,0.32,0.42,0.46,0.39,0.31,0.36,0.31,0.21,0.28,0.24,0.3,0.24,0.31,0.3,0.38,0.3,0.44,0.51,0.37,0.45,0.42,0.4,0.51,0.54,0.61,0.59,0.68,0.59,0.57,0.69,0.6,0.38,0.37,0.14,0.32,0.23,0.39,0.48,0.53,0.59,0.42,0.46,0.46,0.47,0.57,0.38,0.58,0.53,0.64,0.67,0.59,0.47,0.5,0.51,0.5,0.25,0.77,0.46,0.19,0.21,0.63,0.22,0.19,0.32,0.33,0.32,0.48,0.47,0.55,0.47,0.68,0.62,0.17,0.1,0.03,0.46,0.48,0.35,0.46,0.69,0.39,0.33,0.87,0.61,0.2,0.38,0.27,0.41,0.07,0.38,0.22,0.24,0.09,0.41,0.28,0.19,0.5,0.51
"388",388,"13",NA,"Cartersvillecity",0,0.37,0.34,0.72,0.02,0.02,0.41,0.45,0.33,0.56,0,0,0.23,0.48,0.14,0.38,0.59,0.47,0.38,0.26,0.31,0.35,0.18,0.01,0.3,0.2,0.44,0.02,0.39,0.68,0.69,0.21,0.34,0.47,0.76,0.29,0.72,0.34,0.63,0.32,0.58,0.63,0.42,0.5,0.48,0.47,0.36,0.75,0.74,0.01,0.32,0,0.34,0.25,0.39,0.41,0.02,0.01,0.02,0.02,0.96,0.04,0.16,0.15,0.37,0.41,0.36,0.49,0.13,0.49,0.5,0.02,0.68,0.48,0.06,0.43,0.6,0.64,0.32,0.12,0.13,0.15,0.11,0.2,0.24,0.22,0.46,0.37,0.29,0,0,0.02,0.81,0.5,0.71,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.04,0.01,NA,NA,NA,NA,NA
"389",389,"28",NA,"Gulfportcity",0.05,0.4,0.56,0.54,0.05,0.03,0.42,0.5,0.33,0.47,0.06,1,0.16,0.41,0.15,0.31,0.53,0.44,0.59,0.17,0.21,0.27,0.17,0.32,0.15,0.17,0.25,0.07,0.54,0.3,0.43,0.28,0.5,0.34,0.23,0.49,0.43,0.41,0.85,0.43,0.76,0.83,0.44,0.35,0.35,0.46,0.36,0.52,0.5,0.04,0.45,0.01,0.22,0.27,0.4,0.43,0.03,0.03,0.05,0.05,0.94,0.03,0.25,0.22,0.37,0.37,0.4,0.46,0.18,0.55,0,0.13,0.43,0.47,0.25,0.44,0.54,0.51,0.17,0.08,0.08,0.09,0.16,0.19,0.2,0.19,0.47,0.47,0.32,0.04,0,0.06,0.61,0.52,0.66,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.15,0.01,NA,NA,NA,NA,NA
